"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"acute.control"	"control.latent"	"control.chronic"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"	"logFC"	"rank_by_logFC"
53047	"nestin///nestin"	"Nes///Nes"	"25491///25491"	"Nestin"	"Nes"	"Rn.9701"	"Rattus norvegicus nestin (Nes), transcript variant 2, mRNA///AMGNNUC:CDRG1-00031-C9-A cdrg1 (10898) Rattus norvegicus cDNA clone cdrg1-00031-c9 5-, mRNA sequence"	"815891002///29524561"	"NM_012987///CB580520"	NA	NA	""	"2q34///2q34"	"Chromosome 2, NC_005101.4 (187343611..187352972)///Chromosome 2, NC_005101.4 (187343611..187352972)"	"CCR5 chemokine receptor binding///intermediate filament binding///intermediate filament binding///structural molecule activity///CCR5 chemokine receptor binding///intermediate filament binding///intermediate filament binding///structural molecule activity"	"G2/M transition of mitotic cell cycle///brain development///cell projection morphogenesis///embryonic camera-type eye development///negative regulation of catalytic activity///negative regulation of neuron apoptotic process///negative regulation of protein binding///nervous system development///neuron differentiation///positive regulation of intermediate filament depolymerization///positive regulation of neural precursor cell proliferation///response to drug///response to ionizing radiation///response to nutrient levels///stem cell proliferation///G2/M transition of mitotic cell cycle///brain development///cell projection morphogenesis///embryonic camera-type eye development///negative regulation of catalytic activity///negative regulation of neuron apoptotic process///negative regulation of protein binding///nervous system development///neuron differentiation///positive regulation of intermediate filament depolymerization///positive regulation of neural precursor cell proliferation///response to drug///response to ionizing radiation///response to nutrient levels///stem cell proliferation"	"cytoplasm///intermediate filament///intermediate filament///intermediate filament///intermediate filament cytoskeleton///cytoplasm///intermediate filament///intermediate filament///intermediate filament///intermediate filament cytoskeleton"	"GO:0031730///GO:0019215///GO:0019215///GO:0005198///GO:0031730///GO:0019215///GO:0019215///GO:0005198"	"GO:0000086///GO:0007420///GO:0048858///GO:0031076///GO:0043086///GO:0043524///GO:0032091///GO:0007399///GO:0030182///GO:0030844///GO:2000179///GO:0042493///GO:0010212///GO:0031667///GO:0072089///GO:0000086///GO:0007420///GO:0048858///GO:0031076///GO:0043086///GO:0043524///GO:0032091///GO:0007399///GO:0030182///GO:0030844///GO:2000179///GO:0042493///GO:0010212///GO:0031667///GO:0072089"	"GO:0005737///GO:0005882///GO:0005882///GO:0005882///GO:0045111///GO:0005737///GO:0005882///GO:0005882///GO:0005882///GO:0045111"	1.391960445	-0.2524520828	-0.148272854	1.26895369061111	38.7519851154981	2.83074336505846e-07	0.000209019628559947	0.133478794848941	85
58074	"LIM zinc finger domain containing 1"	"Lims1"	"499443"	"LIM and senescent cell antigen-like domains 1"	"Lims1"	"Rn.1897"	"AGENCOURT_17578204 NIH_MGC_232 Rattus norvegicus cDNA clone IMAGE:7122344 5-, mRNA sequence"	"40820373"	"CK476275"	NA	NA	""	"20q11"	"Chromosome 20, NC_005119.4 (27895983..28004767)"	"protein domain specific binding///protein kinase binding///zinc ion binding///zinc ion binding"	"cell-cell junction organization///cell-matrix adhesion///cellular response to transforming growth factor beta stimulus///chordate embryonic development///NOT epithelial to mesenchymal transition///establishment of protein localization///establishment or maintenance of cell polarity///negative regulation of apoptotic process///negative regulation of epithelial cell proliferation///negative regulation of hepatocyte proliferation///negative regulation of neural precursor cell proliferation///negative regulation of transcription, DNA-templated///positive regulation of GTPase activity///positive regulation of cell-substrate adhesion///positive regulation of focal adhesion assembly///positive regulation of gene expression///positive regulation of integrin-mediated signaling pathway///positive regulation of substrate adhesion-dependent cell spreading///protein heterooligomerization///protein heterooligomerization///NOT regulation of epithelial cell proliferation///single organismal cell-cell adhesion"	"cell-cell junction///focal adhesion///colocalizes_with focal adhesion///perinuclear region of cytoplasm///protein complex"	"GO:0019904///GO:0019901///GO:0008270///GO:0008270"	"GO:0045216///GO:0007160///GO:0071560///GO:0043009///NOT GO:0001837///GO:0045184///GO:0007163///GO:0043066///GO:0050680///GO:2000346///GO:2000178///GO:0045892///GO:0043547///GO:0010811///GO:0051894///GO:0010628///GO:2001046///GO:1900026///GO:0051291///GO:0051291///NOT GO:0050678///GO:0016337"	"GO:0005911///GO:0005925///colocalizes_with GO:0005925///GO:0048471///GO:0043234"	2.318398103	-1.2999940994	-0.26533007	1.98851079533333	37.9171477705781	3.26418104531438e-07	0.000214410079190571	0.221439925196871	78
204065	""	""	""	"Transcribed locus"	""	"Rn.21771"	"UI-R-FS1-cqg-k-15-0-UI.s1 NCI_CGAP_FS1 Rattus norvegicus cDNA clone IMAGE:7362665 3-, mRNA sequence"	"23723689"	"BU759789"	NA	NA	""	""	""	""	""	""	""	""	""	3.80166907013333	-2.00885707513333	-1.67632031773333	2.55918892072222	37.4225069648097	3.55631613364778e-07	0.000223692284806446	0.570946301064429	52
282035	""	""	""	"Transcribed locus"	""	"Rn.27251"	"UI-R-FS0-cqm-m-24-0-UI.s1 NCI_CGAP_FS0 Rattus norvegicus cDNA clone IMAGE:7355426 3-, mRNA sequence"	"24999177"	"CA508223"	NA	NA	""	""	""	""	""	""	""	""	""	5.69484356866666	-4.22709747406666	-3.84746469806666	8.80895060333333	35.1585864254313	5.33417599603145e-07	0.000250995377876177	-0.629313950182308	47
193069	"structural maintenance of chromosomes 4"	"Smc4"	"295107"	"Structural maintenance of chromosomes 4"	"Smc4"	"Rn.163695"	"UI-R-CN1-cmr-n-16-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cmr-n-16-0-UI 3-, mRNA sequence"	"20371751"	"BQ196200"	NA	NA	""	"2q31"	"Chromosome 2, NC_005101.4 (165601007..165629415)"	"ATP binding///protein heterodimerization activity///protein heterodimerization activity"	"kinetochore organization///kinetochore organization///meiotic chromosome condensation///meiotic chromosome condensation///meiotic chromosome segregation///meiotic chromosome segregation///mitotic chromosome condensation///mitotic chromosome condensation"	"condensin complex///condensin complex///cytoplasm///cytoplasm///nucleoplasm///nucleoplasm"	"GO:0005524///GO:0046982///GO:0046982"	"GO:0051383///GO:0051383///GO:0010032///GO:0010032///GO:0045132///GO:0045132///GO:0007076///GO:0007076"	"GO:0000796///GO:0000796///GO:0005737///GO:0005737///GO:0005654///GO:0005654"	0.764850496666667	-0.234616783666666	0.0406631667333341	1.82207694133333	34.9362652144907	5.55757451690984e-07	0.000250995377876177	-1.25233420086266	7
160036	"BUB1 mitotic checkpoint serine/threonine kinase B"	"Bub1b"	"171576"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"Bub1b"	"Rn.49845"	"EST105795 Rat PC-12 cells, untreated Rattus norvegicus cDNA clone RPCAS42 3- end, mRNA sequence"	"977021"	"H31604"	NA	NA	""	"3q35"	"Chromosome 3, NC_005102.4 (110367954..110420471)"	"ATP binding///kinase activity///molecular_function///nucleotide binding///protein binding///protein kinase activity///protein serine/threonine kinase activity///transferase activity"	"apoptotic process///biological_process///cell division///metaphase/anaphase transition of mitotic cell cycle///metaphase/anaphase transition of mitotic cell cycle///metaphase/anaphase transition of mitotic cell cycle///mitotic nuclear division///mitotic spindle assembly checkpoint///phosphorylation///protein localization to chromosome, centromeric region///protein localization to chromosome, centromeric region///protein localization to kinetochore///protein localization to kinetochore///protein phosphorylation"	"cellular_component///chromosome///chromosome, centromeric region///condensed chromosome kinetochore///condensed chromosome outer kinetochore///condensed chromosome outer kinetochore///condensed chromosome outer kinetochore///condensed nuclear chromosome kinetochore///condensed nuclear chromosome kinetochore///condensed nuclear chromosome kinetochore///cytoplasm///kinetochore///kinetochore///kinetochore///colocalizes_with kinetochore///nucleus///perinuclear region of cytoplasm///perinuclear region of cytoplasm"	"GO:0005524///GO:0016301///GO:0003674///GO:0000166///GO:0005515///GO:0004672///GO:0004674///GO:0016740"	"GO:0006915///GO:0008150///GO:0051301///GO:0007091///GO:0007091///GO:0007091///GO:0007067///GO:0007094///GO:0016310///GO:0071459///GO:0071459///GO:0034501///GO:0034501///GO:0006468"	"GO:0005575///GO:0005694///GO:0000775///GO:0000777///GO:0000940///GO:0000940///GO:0000940///GO:0000778///GO:0000778///GO:0000778///GO:0005737///GO:0000776///GO:0000776///GO:0000776///colocalizes_with GO:0000776///GO:0005634///GO:0048471///GO:0048471"	0.642783122666667	-0.211447706066667	-0.0520936578666666	0.409097133166667	34.7167885416081	5.78857954642783e-07	0.000250995377876177	0.651888621891874	45
138091	"lipocalin 2"	"Lcn2"	"170496"	""	""	""	"Rattus norvegicus lipocalin 2 (Lcn2), mRNA"	"18543344"	"NM_130741"	NA	NA	""	"3p11"	"Chromosome 3, NC_005102.4 (11414189..11417534, complement)"	"iron ion binding///iron ion binding///protease binding///protein homodimerization activity///small molecule binding///transporter activity"	"cellular response to hydrogen peroxide///cellular response to interleukin-1///cellular response to lipopolysaccharide///cellular response to nutrient levels///cellular response to tumor necrosis factor///extrinsic apoptotic signaling pathway in absence of ligand///extrinsic apoptotic signaling pathway in absence of ligand///innate immune response///innate immune response///ion transport///iron ion homeostasis///positive regulation of cell projection organization///positive regulation of gene expression///protein homotrimerization///response to bacterium///response to drug///response to drug///response to herbicide///response to mycotoxin///response to nutrient levels///response to oxidative stress///response to virus///response to virus///siderophore transport///siderophore transport"	"cytosol///extracellular exosome///extracellular region///extracellular region///extracellular space///extracellular space"	"GO:0005506///GO:0005506///GO:0002020///GO:0042803///GO:0036094///GO:0005215"	"GO:0070301///GO:0071347///GO:0071222///GO:0031669///GO:0071356///GO:0097192///GO:0097192///GO:0045087///GO:0045087///GO:0006811///GO:0055072///GO:0031346///GO:0010628///GO:0070207///GO:0009617///GO:0042493///GO:0042493///GO:0009635///GO:0010046///GO:0031667///GO:0006979///GO:0009615///GO:0009615///GO:0015891///GO:0015891"	"GO:0005829///GO:0070062///GO:0005576///GO:0005576///GO:0005615///GO:0005615"	15.8120915593333	-3.23044451613333	-2.24659286433333	6.78555750038889	34.2302862614754	6.34052425613965e-07	0.000257202655865884	1.22048895693182	10
73095	"hyaluronan-mediated motility receptor"	"Hmmr"	"25460"	"Hyaluronan mediated motility receptor (RHAMM)"	"Hmmr"	"Rn.92304"	"UI-R-FJ0-cpw-k-24-0-UI.s1 UI-R-FJ0 Rattus norvegicus cDNA clone UI-R-FJ0-cpw-k-24-0-UI 3-, mRNA sequence"	"24995237"	"CA504283"	NA	NA	""	"10q12"	"Chromosome 10, NC_005109.4 (25861490..25890639, complement)"	"hyaluronic acid binding///hyaluronic acid binding"	"cell-cell signaling///cytoskeleton organization"	"cell surface///cytoplasm///membrane///membrane"	"GO:0005540///GO:0005540"	"GO:0007267///GO:0007010"	"GO:0009986///GO:0005737///GO:0016020///GO:0016020"	2.18567497593333	-0.036496735733333	0.362086499666667	1.85987129933333	33.2039415022746	7.71236961435214e-07	0.000284737332957701	0.232876086662511	76
229007	"enhancer of zeste 2 polycomb repressive complex 2 subunit"	"Ezh2"	"312299"	"Enhancer of zeste homolog 2 (Drosophila)"	"Ezh2"	"Rn.9027"	"UI-R-DQ0-cja-o-10-0-UI.s1 UI-R-DQ0 Rattus norvegicus cDNA clone UI-R-DQ0-cja-o-10-0-UI 3-, mRNA sequence"	"14979787"	"BI303507"	NA	NA	""	"4q24"	"Chromosome 4, NC_005103.4 (77284404..77347012, complement)"	"RNA binding///RNA binding///RNA polymerase II core promoter sequence-specific DNA binding///chromatin DNA binding///chromatin DNA binding///chromatin binding///chromatin binding///core promoter binding///core promoter binding///histone methyltransferase activity///histone-lysine N-methyltransferase activity///histone-lysine N-methyltransferase activity///primary miRNA binding///promoter-specific chromatin binding///protein-lysine N-methyltransferase activity///regulatory region DNA binding///ribonucleoprotein complex binding///ribonucleoprotein complex binding///sequence-specific DNA binding///sequence-specific DNA binding"	"DNA methylation///DNA methylation///G1 to G0 transition///G1 to G0 transition///cardiac muscle hypertrophy in response to stress///cellular response to hydrogen peroxide///cellular response to hydrogen peroxide///cellular response to trichostatin A///cerebellar cortex development///cerebellar cortex development///hepatocyte homeostasis///hippocampus development///histone H3-K27 methylation///histone H3-K27 methylation///histone H3-K27 trimethylation///histone methylation///liver regeneration///negative regulation of G1/S transition of mitotic cell cycle///negative regulation of G1/S transition of mitotic cell cycle///negative regulation of epidermal cell differentiation///negative regulation of epidermal cell differentiation///negative regulation of gene expression///negative regulation of gene expression, epigenetic///negative regulation of gene expression, epigenetic///negative regulation of retinoic acid receptor signaling pathway///negative regulation of retinoic acid receptor signaling pathway///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of striated muscle cell differentiation///negative regulation of striated muscle cell differentiation///negative regulation of transcription elongation from RNA polymerase II promoter///negative regulation of transcription elongation from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///positive regulation of GTPase activity///positive regulation of GTPase activity///positive regulation of MAP kinase activity///positive regulation of MAP kinase activity///positive regulation of dendrite development///positive regulation of epithelial to mesenchymal transition///positive regulation of epithelial to mesenchymal transition///positive regulation of protein serine/threonine kinase activity///protein localization to chromatin///protein localization to chromatin///regulation of cell proliferation///regulation of cell proliferation///regulation of circadian rhythm///regulation of circadian rhythm///regulation of gene expression///regulation of gliogenesis///regulation of gliogenesis///regulation of neurogenesis///regulation of protein phosphorylation///regulation of transcription from RNA polymerase II promoter///response to estradiol///response to tetrachloromethane///skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration///skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration"	"ESC/E(Z) complex///ESC/E(Z) complex///cytoplasm///cytoplasm///nuclear chromatin///nuclear chromatin///colocalizes_with nuclear chromatin///nucleoplasm///nucleus///nucleus///pronucleus///pronucleus"	"GO:0003723///GO:0003723///GO:0000979///GO:0031490///GO:0031490///GO:0003682///GO:0003682///GO:0001047///GO:0001047///GO:0042054///GO:0018024///GO:0018024///GO:0070878///GO:1990841///GO:0016279///GO:0000975///GO:0043021///GO:0043021///GO:0043565///GO:0043565"	"GO:0006306///GO:0006306///GO:0070314///GO:0070314///GO:0014898///GO:0070301///GO:0070301///GO:0035984///GO:0021695///GO:0021695///GO:0036333///GO:0021766///GO:0070734///GO:0070734///GO:0098532///GO:0016571///GO:0097421///GO:2000134///GO:2000134///GO:0045605///GO:0045605///GO:0010629///GO:0045814///GO:0045814///GO:0048387///GO:0048387///GO:0043433///GO:0043433///GO:0051154///GO:0051154///GO:0034244///GO:0034244///GO:0000122///GO:0000122///GO:0045892///GO:0043547///GO:0043547///GO:0043406///GO:0043406///GO:1900006///GO:0010718///GO:0010718///GO:0071902///GO:0071168///GO:0071168///GO:0042127///GO:0042127///GO:0042752///GO:0042752///GO:0010468///GO:0014013///GO:0014013///GO:0050767///GO:0001932///GO:0006357///GO:0032355///GO:1904772///GO:0014834///GO:0014834"	"GO:0035098///GO:0035098///GO:0005737///GO:0005737///GO:0000790///GO:0000790///colocalizes_with GO:0000790///GO:0005654///GO:0005634///GO:0005634///GO:0045120///GO:0045120"	1.1704428102	-0.6089201222	-0.4682839016	1.03028589677778	33.0682142693417	7.91782699890676e-07	0.000289179475102008	0.184009713417386	81
188030	"5-oxoprolinase (ATP-hydrolysing)"	"Oplah"	"116684"	""	""	""	"Rattus norvegicus 5-oxoprolinase (ATP-hydrolysing) (Oplah), mRNA"	"16758779"	"NM_053904"	NA	NA	""	"7q34"	"Chromosome 7, NC_005106.4 (117353954..117369730, complement)"	"5-oxoprolinase (ATP-hydrolyzing) activity///ATP binding"	"glutathione metabolic process"	"cytosol"	"GO:0017168///GO:0005524"	"GO:0006749"	"GO:0005829"	2.9282674094	-3.0556527044	-1.2542021586	4.14265908311111	32.9139623521799	8.158901077971e-07	0.000290130595118279	-0.500509793183178	58
282062	"Fas cell surface death receptor"	"Fas"	"246097"	""	""	""	"Rattus norvegicus Fas cell surface death receptor (Fas), mRNA"	"59624976"	"NM_139194"	NA	NA	""	"1q52"	"Chromosome 1, NC_005100.4 (252589785..252624790)"	"identical protein binding///identical protein binding///kinase binding///kinase binding///protease binding///protein binding///protein complex binding///receptor activity///transmembrane signaling receptor activity///transmembrane signaling receptor activity///tumor necrosis factor-activated receptor activity"	"B cell mediated immunity///B cell mediated immunity///T cell homeostasis///activation-induced cell death of T cells///activation-induced cell death of T cells///aging///apoptotic process///apoptotic process///apoptotic signaling pathway///apoptotic signaling pathway///cellular response to cobalt ion///cellular response to cytokine stimulus///cellular response to estrogen stimulus///cellular response to glucose stimulus///cellular response to hydrogen peroxide///cellular response to hydrostatic pressure///cellular response to hyperoxia///cellular response to hyperoxia///cellular response to hypoxia///cellular response to interleukin-1///cellular response to lithium ion///cellular response to lithium ion///cellular response to mechanical stimulus///cellular response to mechanical stimulus///cellular response to organic cyclic compound///cellular response to phenylalanine///cellular response to tumor necrosis factor///chordate embryonic development///circadian rhythm///dendrite regeneration///extrinsic apoptotic signaling pathway///extrinsic apoptotic signaling pathway in absence of ligand///extrinsic apoptotic signaling pathway in absence of ligand///extrinsic apoptotic signaling pathway via death domain receptors///extrinsic apoptotic signaling pathway via death domain receptors///extrinsic apoptotic signaling pathway via death domain receptors///gene expression///gene expression///hepatocyte apoptotic process///hepatocyte apoptotic process///immune response///immunoglobulin production///immunoglobulin production///inflammatory cell apoptotic process///inflammatory cell apoptotic process///inflammatory response///liver regeneration///maternal process involved in female pregnancy///motor neuron apoptotic process///motor neuron apoptotic process///necroptotic signaling pathway///necroptotic signaling pathway///negative regulation of B cell activation///negative regulation of B cell activation///negative regulation of apoptotic process///negative regulation of apoptotic process///negative thymic T cell selection///negative thymic T cell selection///neuron apoptotic process///ovarian follicle atresia///ovulation cycle///positive regulation of MAPK cascade///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of cell death///positive regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of extrinsic apoptotic signaling pathway///positive regulation of extrinsic apoptotic signaling pathway in absence of ligand///positive regulation of extrinsic apoptotic signaling pathway in absence of ligand///positive regulation of lymphocyte apoptotic process///positive regulation of lymphocyte apoptotic process///positive regulation of protein homooligomerization///positive regulation of protein homooligomerization///protein homooligomerization///protein homooligomerization///regulation of apoptotic process///regulation of cell proliferation///regulation of gene expression///regulation of lymphocyte differentiation///regulation of lymphocyte differentiation///regulation of myeloid cell differentiation///regulation of myeloid cell differentiation///renal system process///renal system process///response to cycloheximide///response to cytokine///response to drug///response to estrogen///response to fluoride///response to glucocorticoid///response to glucocorticoid///response to growth factor///response to hypoxia///response to inorganic substance///response to lipopolysaccharide///response to peptide hormone///response to toxic substance///response to toxic substance///response to toxic substance///spermatogenesis///spleen development///spleen development///telencephalon development///tumor necrosis factor-mediated signaling pathway"	"CD95 death-inducing signaling complex///CD95 death-inducing signaling complex///CD95 death-inducing signaling complex///apical dendrite///apical plasma membrane///cell surface///cell surface///cytoplasm///cytoplasm///cytoplasm///death-inducing signaling complex///death-inducing signaling complex///external side of plasma membrane///external side of plasma membrane///extracellular exosome///extracellular exosome///extracellular region///extracellular space///integral component of membrane///integral component of plasma membrane///membrane raft///membrane raft///membrane raft///neuron projection///neuronal cell body///nucleus///nucleus///nucleus///perinuclear region of cytoplasm///plasma membrane///sarcolemma///secretory granule"	"GO:0042802///GO:0042802///GO:0019900///GO:0019900///GO:0002020///GO:0005515///GO:0032403///GO:0004872///GO:0004888///GO:0004888///GO:0005031"	"GO:0019724///GO:0019724///GO:0043029///GO:0006924///GO:0006924///GO:0007568///GO:0006915///GO:0006915///GO:0097190///GO:0097190///GO:0071279///GO:0071345///GO:0071391///GO:0071333///GO:0070301///GO:0071464///GO:0071455///GO:0071455///GO:0071456///GO:0071347///GO:0071285///GO:0071285///GO:0071260///GO:0071260///GO:0071407///GO:0071234///GO:0071356///GO:0043009///GO:0007623///GO:0031104///GO:0097191///GO:0097192///GO:0097192///GO:0008625///GO:0008625///GO:0008625///GO:0010467///GO:0010467///GO:0097284///GO:0097284///GO:0006955///GO:0002377///GO:0002377///GO:0006925///GO:0006925///GO:0006954///GO:0097421///GO:0060135///GO:0097049///GO:0097049///GO:0097527///GO:0097527///GO:0050869///GO:0050869///GO:0043066///GO:0043066///GO:0045060///GO:0045060///GO:0051402///GO:0001552///GO:0042698///GO:0043410///GO:0043065///GO:0043065///GO:0010942///GO:0043280///GO:2001238///GO:2001241///GO:2001241///GO:0070230///GO:0070230///GO:0032464///GO:0032464///GO:0051260///GO:0051260///GO:0042981///GO:0042127///GO:0010468///GO:0045619///GO:0045619///GO:0045637///GO:0045637///GO:0003014///GO:0003014///GO:0046898///GO:0034097///GO:0042493///GO:0043627///GO:1902617///GO:0051384///GO:0051384///GO:0070848///GO:0001666///GO:0010035///GO:0032496///GO:0043434///GO:0009636///GO:0009636///GO:0009636///GO:0007283///GO:0048536///GO:0048536///GO:0021537///GO:0033209"	"GO:0031265///GO:0031265///GO:0031265///GO:0097440///GO:0016324///GO:0009986///GO:0009986///GO:0005737///GO:0005737///GO:0005737///GO:0031264///GO:0031264///GO:0009897///GO:0009897///GO:0070062///GO:0070062///GO:0005576///GO:0005615///GO:0016021///GO:0005887///GO:0045121///GO:0045121///GO:0045121///GO:0043005///GO:0043025///GO:0005634///GO:0005634///GO:0005634///GO:0048471///GO:0005886///GO:0042383///GO:0030141"	1.250985273	-1.0107770842	-0.6678562722	1.26669718961111	32.6969815844393	8.51223437603495e-07	0.000290559406689336	-0.0180068763923916	88
195023	""	""	""	"Transcribed locus, strongly similar to NP_001258080.1 centrin 4 [Rattus norv..."	""	"Rn.57022"	"UI-R-BS2-bdp-b-03-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bdp-b-03-0-UI 3-, mRNA sequence"	"11374654"	"BF389818"	NA	NA	""	""	""	""	""	""	""	""	""	1.4982275946	-0.0315703145999993	-0.00175598919999942	2.50675503144444	32.601007124449	8.67403174980324e-07	0.000290559406689336	-0.742564218898372	37
316081	"SPC25, NDC80 kinetochore complex component"	"Spc25"	"295661"	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	"Spc25"	"Rn.16268"	"EST346867 Normalized rat embryo, Bento Soares Rattus sp. cDNA clone RGICW79 5- end, mRNA sequence"	"8081262"	"AW915563"	NA	NA	""	"3q21"	"Chromosome 3, NC_005102.4 (55438534..55451934, complement)"	""	"cell division///chromosome segregation///chromosome segregation///mitotic nuclear division///mitotic spindle organization///mitotic spindle organization"	"Ndc80 complex///Ndc80 complex///condensed chromosome kinetochore///condensed chromosome kinetochore///nucleus"	""	"GO:0051301///GO:0007059///GO:0007059///GO:0007067///GO:0007052///GO:0007052"	"GO:0031262///GO:0031262///GO:0000777///GO:0000777///GO:0005634"	0.8663293222	0.0350537860000004	0.2515697906	1.18627776377778	32.5928339637824	8.68797076902591e-07	0.000290559406689336	-0.453454399259188	63
261002	"centromere protein F"	"Cenpf"	"257649"	"Centromere protein F"	"Cenpf"	"Rn.41236"	"UI-R-DN1-ckg-h-05-0-UI.s1 UI-R-DN1 Rattus norvegicus cDNA clone UI-R-DN1-ckg-h-05-0-UI 3-, mRNA sequence"	"20365783"	"BQ190232"	NA	NA	""	"13q27"	"Chromosome 13, NC_005112.4 (108132499..108178609, complement)"	"dynein binding///dynein binding///protein C-terminus binding///protein C-terminus binding///protein homodimerization activity///protein homodimerization activity///transcription factor binding///transcription factor binding"	"chromosome segregation///kidney development///kidney development///metaphase plate congression///metaphase plate congression///mitotic cell cycle///mitotic cell cycle///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///protein transport///protein transport///regulation of G2/M transition of mitotic cell cycle///regulation of G2/M transition of mitotic cell cycle///regulation of striated muscle tissue development///regulation of striated muscle tissue development///ventricular system development///ventricular system development"	"axoneme///axoneme///centrosome///centrosome///chromosome, centromeric region///ciliary basal body///ciliary basal body///ciliary transition fiber///ciliary transition fiber///condensed chromosome outer kinetochore///cytoplasm///cytoplasm///kinetochore///kinetochore///NOT kinetochore///midbody///midbody///nuclear envelope///nuclear envelope///nuclear matrix///nuclear matrix///nucleoplasm///nucleoplasm///nucleus///pronucleus///pronucleus///spindle///spindle pole///spindle pole"	"GO:0045502///GO:0045502///GO:0008022///GO:0008022///GO:0042803///GO:0042803///GO:0008134///GO:0008134"	"GO:0007059///GO:0001822///GO:0001822///GO:0051310///GO:0051310///GO:0000278///GO:0000278///GO:0045892///GO:0045892///GO:0015031///GO:0015031///GO:0010389///GO:0010389///GO:0016202///GO:0016202///GO:0021591///GO:0021591"	"GO:0005930///GO:0005930///GO:0005813///GO:0005813///GO:0000775///GO:0036064///GO:0036064///GO:0097539///GO:0097539///GO:0000940///GO:0005737///GO:0005737///GO:0000776///GO:0000776///NOT GO:0000776///GO:0030496///GO:0030496///GO:0005635///GO:0005635///GO:0016363///GO:0016363///GO:0005654///GO:0005654///GO:0005634///GO:0045120///GO:0045120///GO:0005819///GO:0000922///GO:0000922"	2.71498263926667	-0.581366700066667	-0.0991317764666666	1.61667497116667	32.2649563463554	9.26867925973586e-07	0.000290559406689336	0.747913315462862	36
199013	"pleiotrophin"	"Ptn"	"24924"	""	""	""	"Rattus norvegicus pleiotrophin (Ptn), mRNA"	"42476133"	"NM_017066"	NA	NA	""	"4q22"	"Chromosome 4, NC_005103.4 (64239156..64330996, complement)"	"chondroitin sulfate proteoglycan binding///glycosaminoglycan binding///growth factor activity///heparan sulfate binding///heparin binding///heparin binding///protein binding///proteoglycan binding///vascular endothelial growth factor binding"	"bone mineralization///bone mineralization///brain development///cellular response to UV///cellular response to hypoxia///cellular response to organic cyclic compound///cellular response to platelet-derived growth factor stimulus///cellular response to vitamin D///cerebellum development///endothelial cell differentiation///estrous cycle///heart development///hindbrain development///learning///learning///liver development///long-term synaptic potentiation///lung development///negative regulation of angiogenesis///negative regulation of cell migration///negative regulation of epithelial cell proliferation///negative regulation of glial cell proliferation///negative regulation of membrane potential///negative regulation of mesenchymal cell proliferation///negative regulation of neuromuscular junction development///ossification///positive regulation of apoptotic process///positive regulation of cell division///positive regulation of cell-substrate adhesion///positive regulation of hepatocyte proliferation///positive regulation of neuron projection development///positive regulation of skeletal muscle acetylcholine-gated channel clustering///regulation of cell shape///response to activity///response to ciliary neurotrophic factor///response to drug///response to estradiol///response to kainic acid///response to nerve growth factor///response to progesterone///retina development in camera-type eye///retinal rod cell differentiation///rod bipolar cell differentiation///spinal cord development///thalamus development"	"basement membrane///cell surface///cytoplasm///endoplasmic reticulum///endoplasmic reticulum///extracellular region///membrane///neuromuscular junction///perinuclear region of cytoplasm"	"GO:0035373///GO:0005539///GO:0008083///GO:1904399///GO:0008201///GO:0008201///GO:0005515///GO:0043394///GO:0038085"	"GO:0030282///GO:0030282///GO:0007420///GO:0034644///GO:0071456///GO:0071407///GO:0036120///GO:0071305///GO:0021549///GO:0045446///GO:0044849///GO:0007507///GO:0030902///GO:0007612///GO:0007612///GO:0001889///GO:0060291///GO:0030324///GO:0016525///GO:0030336///GO:0050680///GO:0060253///GO:0045837///GO:0072201///GO:1904397///GO:0001503///GO:0043065///GO:0051781///GO:0010811///GO:2000347///GO:0010976///GO:1904395///GO:0008360///GO:0014823///GO:1904391///GO:0042493///GO:0032355///GO:1904373///GO:1990089///GO:0032570///GO:0060041///GO:0060221///GO:1904389///GO:0021510///GO:0021794"	"GO:0005604///GO:0009986///GO:0005737///GO:0005783///GO:0005783///GO:0005576///GO:0016020///GO:0031594///GO:0048471"	10.6650511146667	-5.77211845666666	0.462886143333337	17.3719999155556	32.2637202471312	9.27095027529845e-07	0.000290559406689336	-0.703872970754635	41
